회사명,지원기간,공고명,직무내용,자격요건,우대조건,경력조건,기술 스택,출처 URL,복지
엠로,"마감일
상시",퍼블릭 클라우드 인프라 담당자,devops/시스템 엔지니어,"• AWS의 클라우드 아키텍처 구성 경험
• EKS, k8s 등 클러스터 운영 시스템 경험","• 인프라/서비스 엔지니어링 및 장애상황 극복 경험
• 액티브하고 동시 접속량이 많은 서비스를 위한 분산처리 아키텍처에 대한 경험
• 퍼블릭 클라우드 기반의 서비스 인프라 구성을 위한 표준 제시 및 설계와 구현 경험
• 백엔드 개발 및 인프라 개발 경력 보유","경력
경력 3~10년","AWS
Kubernetes
Oracle
MariaDB
MSA
Datadog
Network
K8S",https://www.jumpit.co.kr/position/8325,"• 年 2회 성과급 지급(PS/PI)
• 출/퇴근 교통비 지원(법인카드 사용)
• 중식대 월 20만원 제공(법인카드 사용)
• 직원대출제도(주택자금대출 및 생활안정자금 대출 지원)
• 종합건강검진 지원
• 장기근속 포상 (여행상품권 및 유급휴가, 상해보험 지원 등)
• 경조지원/상조회 운영
• 국내 콘도 이용 (대명리조트 외)
• 동호회 운영
• 명절선물 및 생일선물
• 멘토링 제도 (신입/경력)
• 심리상담 서비스 운영
• 교육지원(직무교육, 기본소양교육, 도서비)"
케이에스엠,"마감일
2023-08-31",IT관리 담당자 채용,devops/시스템 엔지니어,"• 초대졸 이상 
• IT 관련 전공자 
• 제조업 전산관리 및 운영 등 유관 경력 7년 이하","• 네트워크, 리눅스, 정보처리, DB, 정보보안 등 유관 자격증 보유자 
• 운전면허 소지자","경력
신입~3년","Network
Linux
DB",https://www.jumpit.co.kr/position/13076,"• 성과금, 퇴직금, 4대보험, 건강검진, 경조사 지원
• 자녀학자금, 식사 제공, 통근버스, 기숙사, 동호회 지원 
• 하계휴가 및 연차촉진제도, 명절/창립 기념일 선물 지급"
웅진,"마감일
상시",AWS클라우드 SA,devops/시스템 엔지니어,"• AWS 운영 경험 (3년 이상)
• IT Infra 관련 전문지식 및 기술역량 보유
• 대규모 서버 구축 및 운영 경험","• kubernetes 경험자
• IDC 운영 및 마이그레이션 경험 보유
• AWS SA 자격증 보유 또는 동급 이상의 지식을 보유하신 분","경력
경력 3~20년","AWS
Kubernetes",https://www.jumpit.co.kr/position/11952,"• 복지카드 지급 - 직위 및 근속 기간에따라 포인트 지급
• 또또사랑 휴가 - 근속기간 7년 이상 근속자에게 안식 휴가 제공
• 고사양 노트북 및 모니터 지급
• 기술 자격증 취득 지원 및 자격증 수당 지급
• 시간단위 연차사용 가능 (최소 2시간 부터)
• 사내카페 / 사내 동호회 / 전자도서관 운영
• 건강검진(년 1회) / 헬스케어 프로그램 운영
• 경조사지원 / 휴양시설 지원
• 자녀입학축하금 / 명절선물 지원
• 정기휴가(유급) / 출산휴가, 육아휴직 / 출산축하선물 등
• 연말 우수사원 / 장기근속 포상제도"
페이타랩,"마감일
상시",[패스오더] DevOps Engineer,devops/시스템 엔지니어,"【이런 분을 찾고 있어요!】

• 클라우드 인프라 및 DevOps 환경 구축 및 아키텍처 설계 경험이 있는 분
• New Relic, Datadog, Sentry, Pinpoint 등의 모니터링 툴을 이용해본 경험이 있는 분
• AWS 환경에서의 CI/CD 구축 및 서비스 운영 경험이 있으신 분
• 쿠버네티스 기반의 운영 경험이 있으신 분
• event driven micro service 구축 및 운영 경험이 있으신 분
• 클라우드 아키텍처에 대한 이해도가 높으신 분","【이런 분이면 더 좋아요!】

• 트래픽 관리를 위한 시스템 설계&개발 경험이 있는 분
• 개발 환경에 대한 지표를 가시적인 데이터로 모니터링 하실 수 있는 분
• 매우 빠르게 성장하는 서비스의 안정적인 운영을 위한 빠른 문제해결 능력을 갖추신 분
• 요구사항 분석 및 다른 개발자와 협업을 위한 원활한 커뮤니케이션 능력을 가지신 분
• 보안 시스템 구축 경험이 있거나 최신 보안 이슈에 관심이 많으신 분","경력
경력 2~10년","AWS
Jenkins
Docker
MSA",https://www.jumpit.co.kr/position/6230,"【페이타랩의 근무 문화 및 환경】
　
• 구성원 모두가 서로 단단하게 연결되어, 모든 정보를 투명하게 공유하고, 각자의 업무에 몰입할 수 있는 환경
• 최소한의 절차로 일에만 집중할 수 있으며, 의사결정과 각자의 책임이 명확한 효율적인 환경
• 누구나 원하는 만큼 성장하며 커리어를 쌓을 수 있도록 회사가 적극적으로 지지하고 지원해주는 환경
• 뛰어난 실력과 따뜻한 마음을 가진 멋진 동료들과 함께 할 수 있는 환경


【저희는 이렇게 일해요!】

1. 완벽한 결과물은 없다고 생각해요. 빠르게 실행해보고 아니면 개선해나가요.
2. 그냥 하는 일은 없어요. 스스로 업무를 할 때 '왜?'를 항상 생각해요.
3. 하나의 팀으로 서로 단단하게 연결되어 있기 위해 사내의 모든 정보는 투명하게 공유하고 있어요.
4. 직책 및 연차에 상관없이 모든 구성원이 자유롭게 소통하고 대담하게 피드백을 주고받아요.
5. 수평적인 문화를 지향하고 있어요. 직급 대신 모두에게 '님'이라는 호칭을 사용해요.
6. 업무는 수직적으로 해요. 책임을 지는 의사결정권자와 실무자의 구분을 명확히 해요.
7. 가족이 아닌 스포츠팀처럼 각자의 포지션에서 최고가 되기 위해 끊임없이 배우고 노력해요.
8. 일은 힘들 수 있지만, 사람 때문에 힘든 일은 없어요. 구성원들은 서로를 진심으로 아끼고 배려해요.
9. 저녁 회식이 없어요. 다음 날 최상의 컨디션으로 일할 수 있도록 회사가 방해하지 않아요.


【이런 것들을 지원해 드려요!】

■ 효율적으로 생각하고, 움직일 수 있도록
• 2호선 삼성역 5분 거리, 커뮤니티 매니저가 상시 관리하는 최신 시설의 단독 오피스(서울)
• 1호선 서면역 5분 거리, Creative가 넘치는 상상마당에 위치한 오피스(부산)
• 개인별 법인카드 지급(식대, 출장 등에 사용)
• 점심 식사 지원(점심, 저녁식사 비용 1만 1천원)
• 야근 시 저녁 식대, 야근교통비 지원
• 자유로운 복장
• 저녁 회식 없는 문화
• 사유를 묻지 않는 연차 사용

■ 업무에 몰입하고, 원하는 만큼 성장할 수 있도록
• 교육, 세미나, 컨퍼런스 참여 비용 무제한, 전액 지원(참가비 전액, 출장비, 식비 모두 지원)
• 온라인 콘텐츠 구독 지원
• 도서 무제한 구입 지원
• 최고 스펙의 개인별 맞춤 디바이스 제공(iMac, Macbook Pro, 데스크탑, 노트북 등)
• 27"" 듀얼모니터 제공
• Logitech 무선 키보드, 마우스 제공
• 원하시는 분은 버티컬 마우스 추가 제공
• 쾌적한 업무환경 제공(스타일러, IQ Air, 가습기)

■ 함께하는 구성원이 행복할 수 있도록
• 생일 축하 백화점 상품권 지급
• 명절 백화점 상품권 지급
• 건강검진 지원 (연 1회 종합건강검진)
• 패스오더 포인트 매월 지급 (50,000P)
• 모든 오피스 내 스낵바 운영
• 에스프레소 머신, Tea, 간식 무제한 제공
• 구성원끼리 공유하는 맛집 리스트 운영
• 구성원 경조사 발생 시 근조화환 및 경조 휴가, 경조금 지원
• 결혼 시 결혼축하금 100만원 지급"
페이타랩,"마감일
상시",[패스오더] DevOps Engineer (병역특례/산업기능요원/보충역/전직),devops/시스템 엔지니어,"【병역특례자 (산업기능요원) 지원】

• 병역특례 지원 시 원활한 진행을 위해 병역유형을 기재해주세요.
• 현역신규/현역전직/보충역신규/보충역전직 등
• 현재 패스오더는 현역전직/보충역 신규/보충역 전직이 가능합니다.


【이런 분을 찾고 있어요!】

• 클라우드 인프라 및 DevOps 환경 구축 및 아키텍처 설계 경험이 있는 분
• New Relic, Datadog, Sentry, Pinpoint 등의 모니터링 툴을 이용해본 경험이 있는 분
• AWS 환경에서의 CI/CD 구축 및 서비스 운영 경험이 있으신 분
• 쿠버네티스 기반의 운영 경험이 있으신 분
• event driven micro service 구축 및 운영 경험이 있으신 분
• 클라우드 아키텍처에 대한 이해도가 높으신 분","【이런 분이면 더 좋아요!】

• 트래픽 관리를 위한 시스템 설계&개발 경험이 있는 분
• 개발 환경에 대한 지표를 가시적인 데이터로 모니터링 하실 수 있는 분
• 매우 빠르게 성장하는 서비스의 안정적인 운영을 위한 빠른 문제해결 능력을 갖추신 분
• 요구사항 분석 및 다른 개발자와 협업을 위한 원활한 커뮤니케이션 능력을 가지신 분
• 보안 시스템 구축 경험이 있거나 최신 보안 이슈에 관심이 많으신 분","경력
신입~7년","AWS
Jenkins
Docker
MSA",https://www.jumpit.co.kr/position/6949,"【페이타랩의 근무 문화 및 환경】
　
• 구성원 모두가 서로 단단하게 연결되어, 모든 정보를 투명하게 공유하고, 각자의 업무에 몰입할 수 있는 환경
• 최소한의 절차로 일에만 집중할 수 있으며, 의사결정과 각자의 책임이 명확한 효율적인 환경
• 누구나 원하는 만큼 성장하며 커리어를 쌓을 수 있도록 회사가 적극적으로 지지하고 지원해주는 환경
• 뛰어난 실력과 따뜻한 마음을 가진 멋진 동료들과 함께 할 수 있는 환경


【저희는 이렇게 일해요!】

1. 완벽한 결과물은 없다고 생각해요. 빠르게 실행해보고 아니면 개선해나가요.
2. 그냥 하는 일은 없어요. 스스로 업무를 할 때 '왜?'를 항상 생각해요.
3. 하나의 팀으로 서로 단단하게 연결되어 있기 위해 사내의 모든 정보는 투명하게 공유하고 있어요.
4. 직책 및 연차에 상관없이 모든 구성원이 자유롭게 소통하고 대담하게 피드백을 주고받아요.
5. 수평적인 문화를 지향하고 있어요. 직급 대신 모두에게 '님'이라는 호칭을 사용해요.
6. 업무는 수직적으로 해요. 책임을 지는 의사결정권자와 실무자의 구분을 명확히 해요.
7. 가족이 아닌 스포츠팀처럼 각자의 포지션에서 최고가 되기 위해 끊임없이 배우고 노력해요.
8. 일은 힘들 수 있지만, 사람 때문에 힘든 일은 없어요. 구성원들은 서로를 진심으로 아끼고 배려해요.
9. 저녁 회식이 없어요. 다음 날 최상의 컨디션으로 일할 수 있도록 회사가 방해하지 않아요.


【이런 것들을 지원해 드려요!】

■ 효율적으로 생각하고, 움직일 수 있도록
• 2호선 삼성역 5분 거리, 커뮤니티 매니저가 상시 관리하는 최신 시설의 단독 오피스(서울)
• 1호선 서면역 5분 거리, Creative가 넘치는 상상마당에 위치한 오피스(부산)
• 개인별 법인카드 지급(식대, 출장 등에 사용)
• 점심 식사 지원(점심, 저녁식사 비용 1만 1천원)
• 야근 시 저녁 식대, 야근교통비 지원
• 자유로운 복장
• 저녁 회식 없는 문화
• 사유를 묻지 않는 연차 사용

■ 업무에 몰입하고, 원하는 만큼 성장할 수 있도록
• 교육, 세미나, 컨퍼런스 참여 비용 무제한, 전액 지원(참가비 전액, 출장비, 식비 모두 지원)
• 온라인 콘텐츠 구독 지원
• 도서 무제한 구입 지원
• 최고 스펙의 개인별 맞춤 디바이스 제공(iMac, Macbook Pro, 데스크탑, 노트북 등)
• 27"" 듀얼모니터 제공
• Logitech 무선 키보드, 마우스 제공
• 원하시는 분은 버티컬 마우스 추가 제공
• 쾌적한 업무환경 제공(스타일러, IQ Air, 가습기)

■ 함께하는 구성원이 행복할 수 있도록
• 생일 축하 백화점 상품권 지급
• 명절 백화점 상품권 지급
• 건강검진 지원 (연 1회 종합건강검진)
• 패스오더 포인트 매월 지급 (50,000P)
• 모든 오피스 내 스낵바 운영
• 에스프레소 머신, Tea, 간식 무제한 제공
• 구성원끼리 공유하는 맛집 리스트 운영
• 구성원 경조사 발생 시 근조화환 및 경조 휴가, 경조금 지원
• 결혼 시 결혼축하금 100만원 지급"
쏘마,"마감일
상시",Security Engineer,devops/시스템 엔지니어,"자격 요건 🔖
Security Engineer 업무를 수행하기 위해 필요해요

• Windows, Linux, MacOS 등 운영체제에 대한 이해
• 네트워크 및 통신 프로토콜에 대한 이해
• 사이버 보안 관련 지식(Offensive 또는 Defensive)
• 한 가지 이상의 스크립트/프로그래밍 언어에 대한 경험 (Python, C/C++, Golang, Etc)
• 문제해결 능력과 팀원들과 협업을 위한 소통 능력
• 새롭고 어려운(?) 기술을 익히고 배우기 위한 열정","우대 요건 🌟
Security Engineer는 이런 점을 갖고 있으면 더욱 좋아요 👍

• MITRE ATT&CK, TTPs(Tactics, Techniques and Procedures)대한 이해
• Endpoint 위협 행위 분석 및 Threat Hunting 경험
• ELK, Splunk 등 분석 엔진 사용 경험
• 최신 보안 위협 사례(APT 오퍼레이션)등에 대한 리서치 경험
• Caldera, Sliver, Atomic RedTeam 등 Adversarial (Behavior) Emulation 경험
• 데이터 분석 및 위협 헌팅 관련 챌린지/대회 수상 경력자","경력
신입~7년","Python
C
C++
Golang
ELK
Splunk
Windows
Linux
macOS
Network",https://www.jumpit.co.kr/position/17221,"우리만의 일하는 방식

첫째, 모든 정보를 공유해요↪️
정보의 독점은 수직적인 소통 구조를 만들고 개개인의 업무 자율성을 떨어뜨린다고 믿어요. 일과 관련한 커뮤니케이션은 JIRA, Teams와 같은 협업툴을 통해 누구나 접근하고 참여 할 수 있어요.

둘째, 발견한 문제는 정리하고 해결해요🚧
우리는 문제의 원인 규명을 뚜렷하게 하는 것이 명확한 해결책으로 이끌수 있다고 믿어요.

셋째, 신뢰하고 충돌해요 💥
'모두가 한 방향을 바라보며, 더 나은 NEXT를 만들기 위해 진심을 다하고 있다' 신뢰하고, 적극적으로 대화 해요.

넷째, 스스로 업무를 선택해요 🖱️
우리는 스스로 할 수 있는 일을 정의하고, 때에 맞추어 리더쉽과 팔로우 십을 모두 활위할 수 있는 사람들이라고 믿어요.

다섯째, 우린 팀으로 일해요🤼
우리는 뛰어난 동료들이 모여서 서로 의지하고 배우며 더 좋은 변화를 일으킬 수 있다고 믿어요.

여섯째, 자율과 효율 사이의 균형을 맞춰요.⚖️
뛰어난 인재들이 모인 조직은 자유가 주어졌을 때 더 일을 잘할 수 있고, 이러한 개개인의 자율적인 판단들이 현명한 조직 문화로 이어질 것이라고 믿기 때문이에요.



주식회사 쏘마에 오면🤩

첫째, 자유 복장으로 편하게 일해요! 👕
나 자유복 직딩, 오늘 착장 맘에 들어

둘째, 회사 근처에 위치한 ‘금토천’ 산책로! 🚶‍♀️
항시 상주해 있는 고양이와 봄엔 벚꽃과 개나리, 가을엔 갈대밭, 겨울엔 눈꽃을 보며 계절을 느낄 수 있어요.

셋째, 사내 커피 & 스낵바! 🍪
당 충전을 위한 다양한 간식과 네스프레소 커피 캡슐을 언제나 아무 때나 드실 수 있어요.

넷째, 건강하고 맛있는 식단의 구내식당! 🍴
대한민국 식문화를 이끌어가는 아워홈의 엄선된 메뉴들이 제공되어 더욱 건강하고 맛있게 먹을 수 있어요.



복지 및 혜택 💕

• 4대 보험과 년 1회 종합 건강검진, 예방접종 및 건강관리는 기본이죠.
• 빨간날은 쉬는날, 명절 상품권 및 법정 휴가일을 준수 합니다.
• 한국인은 밥심!점심, 저녁 식대는 모두 회사에서 지원해 드려요.
• 네스프레소 캡슐 커피와 다양한 음료, 맥주, 간식을 상시 지원해 드려요.
• 안마의자, 빈백등이 구비된 언제든지 누구나 쉴 수 있는 휴게 공간이 있어요.
• 열심히 일한 당신께 드리는 특별한 휴가, 'Winter refresh'이 있어요.
• 자기계발을 위한 영어교육, 도서구입비, 교육비를 적극 지원해 드려요.
• 늦은 시간까지 일한 당신, 안전하게 귀가하실 수 있도록 택시비도 지원해드려요.
• 업무 장비는 최고급 하드웨어를 준비해 드려요. (데스크탑, 노트북, MacBook 등 선택 가능)
• 주식회사 쏘마에만 있는 기타 사내 행사 및 이벤트, 블로그 원고료 지급 및 인재 추천 보너스, 특허 출원 보상등등 가득해요!"
롯데e커머스,"마감일
상시",SRE(Site Reliability Engineering),devops/시스템 엔지니어,"• 5년 이상 해당 분야 경력(SRE 경험)을 보유하신 분
• 다양한 어플리케이션 및 인프라에 대한 장애 대응 및 포스트모텀/개선 수행 경험이 있으신 분
• AWS 인프라 및 솔루션 Hands'-on, 클라우드 기반 아키텍처 운영 경험이 있으신 분
• 성능테스트를 통한 병목지점 도출 및 개선 경험이 있으신 분
• 리눅스 및 네트웍 시스템에 대한 이해가 있으신 분
• Java, Python 개발 경험과 문제해결 경험이 있으신 분
(Application분석 및 자동화 구현, SpringBoot에 대한 이해 및 분석 경험이 있으신 분)","• IT플랫폼/E'-Commerce 업계 경험이 있으신 분
• AWS 아키텍처 설계, 대규모 Kubernetes/Docker 설계 역량을 보유 하신 분
• 어플리케이션 아키텍처 패턴 설계 및 구축 경험이 있으신 분 
• 카오스 엔지니어링을 통한 사이트 신뢰성 향상 경험이 있으신 분
• 프로젝트 매니징(PM) 경험이 있으신 분
• 장애인 복지법에 의한 등록 장애인 우대","경력
경력 5~10년","AWS
Java
Python
Linux
Spring Boot",https://www.jumpit.co.kr/position/17072,"주요 복리후생 (* 복리후생 항목은 회사 경영상황에 따라 변동될 수 있습니다.) 
• 롯데 임직원 W카드 발급 (롯데 계열사별 할인 5~40%)
• 자녀 학자금 (유아, 대학생)
• 복지포인트 지급
• 건강검진(복지포인트 활용)
• 자기계발지원금(외부교육/자격증취득) 지원
• 개인연금 지원
• 단체보험 지원
• 출산선물(과일바구니, 분유) 지급
• 유연근무제
• 자율적인 휴가 사용(자가 승인, 반차, 반반차, 기부 등)
• 3년 단위 안식 휴가 부여
• 여가/문화생활 지원
• 경조지원(경조금, 장례서비스)"
티웨이브,"마감일
상시",클라우드 인프라 시스템 엔지니어,devops/시스템 엔지니어,"• 1년 이상 AWS 기반 인프라 설계 및 운영 경험 있으신 분
• 5년 이상 리눅스 시스템 기반 인프라 설계 및 운영 경험 있으신 분
• CI/CD 파이프라인 구축 및 운영 경험 있으신 분","• 금융/커머스 인프라 구축 및 운영 경험 있으신 분 
• 개발 생산성 향상을 위해 시스템 개선 경험이 있으신 분
• MSA, k8s 에 대한 충분한 이해 또는 사용 경험 있으신 분
• 네트워크 보안에 대해 깊은 이해를 갖고 계신 분
• Terraform 등으로 IaC 구현 경험 있으신 분
• 새로운 기술을 학습하고 적극적으로 공유하시는 분","경력
경력 5~10년","Git
Spring Framework
AWS
Jenkins
MySQL
SQL
Linux
Network",https://www.jumpit.co.kr/position/17712,"[기본]
• 최신 고사양 노트북 지원
• 듀얼 모니터
• 무제한 스낵바 
• 교육, 도서 무한 지원

[워라벨]
• 유연근무제(8~10시)
• 자율 복장
• 임직원 전원 법인카드 제공
• 연차, 반차, 반반차 제도
• 여름 휴가(+2일 유급, 계속 확대 예정) 
• 경조 휴가[평일 기준]와 경조금 지원
• 여유로운 명절을 위해 오전 근무 후 칼 퇴근(명절 선물)"
수산아이앤티,"마감일
상시",[코스닥상장사] 기술 엔지니어,devops/시스템 엔지니어,"• 경력 : 유관 경력 3년 이상자~
• 역량 : 네트워크 장치/문제해결 지식 보유자 & 네트워크 보안 장비 관련 경험자","• CCNA, CCN 자격 보유자 우대
• 리눅스 서버 엔지니어 경력자 우대
• 국내 통신사 및 네트워크 서비스 관련 업무 경험자 우대","경력
경력 3~9년","Ccna
Network
Windows
Linux",https://www.jumpit.co.kr/position/16991,"• 유연근무제 : 7시~10시 매일 자유롭게 출근 시간을 선택하여 근무
• 장기근속 포상 및 리프레시 휴가 : 3년 5년 단위(5,10,15,20년) 근속 포상 및 휴가 제공
• 독서 장려 : 전자책 도서관을 운영하여 희망 도서를 자유롭게 열람, 업무관련 필요서적 지원
• 영어 강의 제공 : 파고다 아카데미에서 운영하는 온라인 영어 강의 수강을 지원
• 단체 상해보험 가입 : 직원(배우자 포함) 단체 상해보험(실비, 입원비, 치아보험 포함)을 가입
• 종합 건강검진 지원 : 직원(부모, 배우자 포함)에게 종합검진비를 지원(30~50만원)
• 자녀 학자금 지원 : 유치원-대학교 자녀 학자금 지원
• 기숙사 운영 : 송파구에 직원 기숙사를 운영
• 통신비 지원 : 매월 일정 금액의 통신비를 지원
• 접종비 및 휴가 지원 : 코로나 백신 접종 시 1일 유급휴가 지급 및 독감 예방주사 접종 지원
• 조식 제공 및 휴게실 운영 : 아침에 간단한 조식 제공 지하 별도 휴게공간 제공
• 무제한 스낵바 운영 : 우유, 견과류, 과자, 빵, 각종 음료 등이 비치되어 있는 무료 스낵바 운영"
크립토랩,"마감일
상시",DevOps Engineer,devops/시스템 엔지니어,"• Computer Science 및 그에 준하는 전공의 학사 학위 이상 혹은 관련 경험 소유자
• 리눅스 환경 활용 능력 및 시스템 엔지니어링 경험
• 컨테이너 오케스트레이션 기반 서비스 및 CI/CD에 대한 경험
• GPU를 포함한 클러스터 환경의 모니터링 시스템 구축 및 운용 경험
• 팀원 및 타부서와 소통에 적극적이신 분","• Secure SDL(Software Development Lifecycle)에 대한 경험
• On-Premise 기반 서비스 구축 경험
• NCP, AWS, GCP 등의 퍼블릭 클라우드 사용 경험
• vSphere, Proxmox 등 하드웨어 가상화에 대한 경험
• 새로운 지식 및 경험 습득에 즐거움을 느끼시는 분","경력
경력 5~9년","AWS
GCP
Linux",https://www.jumpit.co.kr/position/17385,"• 유연 근무제, 재택 근무제 실시 (부서별 상이)
• 복지포인트 연 240만원 지급 (매월 20만원씩 PAYCO 포인트로 지급)
• 연 1회 건강검진 지원 (유급휴가 1일 부여)
• 어학 강의 지원 (월 10만원 한도)
• 직무 교육 지원 (전액)
• 경조사 휴가 지원
• 기기 및 직무 관련 도서 구매 지원
• 간식 제공"
캐롯손해보험,"마감일
상시",애플리케이션 아키텍트 담당자 채용,devops/시스템 엔지니어,"• Application/Solution Architecture 설계 및 구축 경력이 5년 이상이신 분이 필요해요. 
• Cloud Enabled/Native 등 클라우드 Architecture 경험이 있으신 분이 필요해요. 
• 대규모 분산 환경 기반 시스템 구축 및 운영 경험이 필요해요. 
• Java, JSP, Jquery, Spring Framework, Spring Boot 사용자가 필요해요.","• MSA를 이해하고 아키텍처 설계 및 구현에 참여한 경험이 있는 분이면 좋아요. 
• Mission-Critical한 운영 환경을 즐기며 책임감 강하고, 자기주도적 업무를 하시는 분이면 좋아요. 
• Cloud 및 다양한 오픈소스 활용 경험이 있으신 분이면 좋아요. 
• 원활한 커뮤니케이션을 바탕으로 여러 팀과 협업할 수 있는 분이면 좋아요.","경력
경력 5~10년","Java
JSP
jQuery
Spring Framework
Spring Boot
MSA",https://www.jumpit.co.kr/position/17467,"[성장을 위한 휴식]
• 매년 복지포인트 200만원
• 설 차례비 지급
• 체력단련 휴가 5일
• 시차출퇴근제
• 자격증 취득 지원
• 무제한 온라인 교육 지원
• 연차사용 장려포인트 35만원
• 연차 숙박비 지원
• 근로자의 날 선물
• 한화계열사 할인 혜택
• 온라인 독서 플랫폼 지원
• 경조금 및 경조휴가 지원

[소중한 가족과 함께]
• 직원 및 배우자 단체상해보험
• 임직원 및 배우자 건강검진
• 자녀 학자금 지원
• 자녀보육수당 지원
• 수험생 자녀 응원선물
• 맘스패키지 선물
• 모성보호제도 운영"
